Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c4743666-0724-f525-ccfe-5819d2a7d474,2025-12-19,,999-93-4229,,,,Alfonso758,,Gottlieb798,,,,white,nonhispanic,M,Great Falls  Montana  US,996 Nader Light Apt 6,Kalispell,Montana,Flathead County,30029.0,59901,48.278262588379,-114.34020237903448,100.0,1037.75,10987
59991bca-c9a6-3554-5489-45574a10dd94,1949-05-26,,999-51-6863,S99921450,X64857698X,Mrs.,Michel472,Glynda607,Medhurst46,,Pfannerstill264,M,white,nonhispanic,F,Missoula  Montana  US,1061 Crist Ferry Apt 7,Laurel,Montana,Yellowstone County,30111.0,59044,45.65041991379559,-108.71571860503724,1262800.44,707098.97,48417
62a66739-baf9-2802-5df4-ed53abdc949b,1987-12-19,,999-81-2550,S99930440,X7898209X,Mr.,Ulysses632,Monte325,Christiansen251,,,M,white,nonhispanic,M,Missoula  Montana  US,874 Block Light Suite 22,Lockwood,Montana,Yellowstone County,,0,45.87345551026473,-108.3672985005728,32220.02,104609.1,74430
6ea5e517-287a-75cd-f562-8b594b80cee2,2017-02-20,,999-61-5589,,,,Kasha638,Susannah249,Fisher429,,,,white,nonhispanic,F,Four Corners  Montana  US,1030 Schulist Ranch,Orchard Homes,Montana,Missoula County,,0,46.84014742728721,-114.06012730105314,22300.33,0.0,72738
c9308267-7811-dad2-2643-0edfb403e381,1968-11-14,,999-94-5069,S99943842,X68597680X,Mr.,Theron432,,Johnston597,,,D,white,nonhispanic,M,Missoula  Montana  US,545 Bode Quay Unit 20,Billings,Montana,Yellowstone County,30111.0,59101,45.80096192301968,-108.55754596163683,123140.24,216257.06,124221
bcf9a17c-950e-1254-6059-1a964226097d,2013-01-26,,999-73-1944,,,,Donnette259,Malika385,Collins926,,,,white,nonhispanic,F,Bozeman  Montana  US,308 Farrell Frontage road,Helena Valley Northeast,Montana,Lewis and Clark County,,0,46.71016244211707,-111.9215180844897,61855.84,0.0,95843
8e9686be-887f-02a0-fe2a-8937e6b809bd,2005-03-31,,999-44-4848,S99925254,X14357587X,Ms.,Nida800,Helga481,Jacobson885,,,,white,nonhispanic,F,Billings  Montana  US,657 Ratke Trace,East Missoula,Montana,Missoula County,,0,46.8470714560162,-113.99337750211318,210286.81,766.09,47475
72805da8-61c1-0d16-1e75-294f106deb83,2009-01-13,,999-34-7073,S99931310,,,Ernesto186,Mateo562,Blanco851,,,,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,900 Kirlin Orchard,Great Falls,Montana,Cascade County,30013.0,59405,47.47945793574205,-111.26709217510894,44062.41,1971.72,49567
982a3e2a-c9c0-243b-ad71-e5f47af342f2,1980-02-25,1994-11-03,999-49-9955,,,,Seth414,Horace32,O'Reilly797,,,,white,nonhispanic,M,Whitefish  Montana  US,274 Maggio Avenue Unit 20,Missoula,Montana,Missoula County,30063.0,59801,46.87542798276287,-114.05271912226422,41368.11,22240.47,53693
daf56284-8fb0-9c3b-99c4-91566fa343ab,1948-10-09,,999-55-6094,S99983004,X83073060X,Mr.,Nestor901,,Barton704,,,M,other,nonhispanic,M,Sidney  Montana  US,751 Stoltenberg Well Suite 87,Great Falls,Montana,Cascade County,30013.0,59414,47.50329005563799,-111.22145905527832,12521.41,261605.09,11811
6f0c4869-0335-97c7-b02f-c794ad705026,2009-12-30,,999-38-9899,S99923266,,,Burt293,,Monahan736,,,,white,nonhispanic,M,Hingham  Montana  US,314 Wuckert Dam,Billings,Montana,Yellowstone County,30111.0,59106,45.841814837628654,-108.71991318107747,26667.89,312.24,98596
5635d181-f840-567d-f1f7-ead18b0bec45,1996-03-09,,999-97-4393,S99991310,X55764960X,Mrs.,Dominque770,Chia293,Ondricka197,,Hintz995,M,white,nonhispanic,F,Orchard Homes  Montana  US,625 Abernathy Spur Unit 44,Missoula,Montana,Missoula County,30063.0,59802,46.82084019489821,-114.06350876776813,149464.86,840729.86,31935
5511eddb-9db1-db55-ccb7-35380ca9afdd,1971-01-10,,999-48-9750,S99932610,X42903358X,Mr.,Donovan745,Barry322,Senger904,,,M,white,nonhispanic,M,Billings  Montana  US,496 Tremblay Rest,Ashland,Montana,Rosebud County,30087.0,59003,45.46845273573414,-106.19444861201288,461738.38,203116.36,94630
77c08453-696a-b049-487e-ef20435db04c,1997-09-26,,999-28-7764,S99967609,X49730522X,Mrs.,Dulce933,Sydney660,Schinner682,,Lynch190,M,white,nonhispanic,F,The Silos  Montana  US,1061 Gottlieb Meadow,Bozeman,Montana,Gallatin County,30031.0,59718,45.67037081683157,-110.92430381659422,171642.38,277810.02,126123
48ac501b-781a-d3ea-e57f-1f43754f1056,2018-06-23,,999-89-8193,,,,Brigida296,Suzi977,Yost751,,,,white,nonhispanic,F,Billings  Montana  US,425 Friesen Street,Hays,Montana,Blaine County,30005.0,59527,48.002449577899725,-108.79376246601396,12348.31,383.27,88200
fd3772b9-2efd-381d-c190-0ef6c3c7cae7,2005-04-18,,999-69-9584,S99995568,X27099375X,Mr.,Marty115,Devin82,Mante251,,,,white,nonhispanic,M,Helena Valley Southeast  Montana  US,507 Leannon Common,Missoula,Montana,Missoula County,30063.0,59804,46.85094686892039,-114.00604785637896,54908.43,55256.09,42656
ea61488e-3f3f-2bcf-0ac4-a488c21bf127,2024-03-09,,999-51-2534,,,,Charisse42,Paulette168,Becker968,,,,white,nonhispanic,F,Columbus  Montana  US,692 Feest Drive,Belgrade,Montana,Gallatin County,30031.0,59714,45.99255583395062,-111.16566320479572,6041.36,0.0,133113
5286be5a-99ee-91ef-1558-3da14ab8c698,2000-05-28,,999-45-3470,S99910417,X31350956X,Mr.,Nathanael908,Morgan564,Cole117,,,,white,nonhispanic,M,Helena Valley Southeast  Montana  US,126 Mills Branch,Bozeman,Montana,Gallatin County,30031.0,59718,45.62881391329844,-110.99641265059806,4971.09,68783.49,4082
fd1425fb-10b6-ab31-b4b0-25071db13e9a,1998-11-18,,999-44-1856,S99992136,X6391891X,Mr.,Rodrigo242,Andy346,Turner526,,,,native,nonhispanic,M,Havre  Montana  US,835 Prohaska Forge,Fort Belknap Agency,Montana,Blaine County,,0,48.389162514763726,-108.71484386923984,59173.27,0.0,36779
d80b95ce-29b5-fe8c-131d-682ab020f30a,1942-11-06,2007-02-15,999-78-1631,S99993380,X57692064X,Mr.,Teodoro374,Vernon254,Runolfsson901,,,D,white,hispanic,M,Livingston  Montana  US,404 Cronin Forge Suite 56,Missoula,Montana,Missoula County,30063.0,59803,46.8267985923741,-113.95482955315964,252087.13,46870.19,39968
e72aef3f-55d8-bcd4-9321-75eb85b6672b,1955-01-01,,999-59-5998,S99917767,X20031837X,Mrs.,Georgia502,Elvina437,Kemmer137,,Wyman904,M,white,nonhispanic,F,Helena  Montana  US,765 Herman Row,Billings,Montana,Yellowstone County,30111.0,59102,45.80961432406736,-108.47965359177904,1111395.23,324549.83,62358
f54ed041-e587-d599-8c5a-c37f697e386b,1972-01-17,,999-59-3020,S99929180,X70494959X,Mr.,Donte636,Elisha578,Predovic534,,,M,native,nonhispanic,M,Billings  Montana  US,544 Gerlach Well Unit 1,Great Falls,Montana,Cascade County,30013.0,59404,47.48118391640739,-111.28338186000572,103154.82,51978.87,30153
e50fed0d-0b91-d244-0a66-ecb526b45c18,1955-12-15,2017-05-04,999-86-3850,S99923579,X88868720X,Mr.,Oscar384,Mathew182,Kiehn525,,,W,white,nonhispanic,M,Great Falls  Montana  US,256 Kassulke Passage,Big Sky,Montana,Gallatin County,30031.0,59716,45.01844154829134,-111.52523732099624,294770.65,88376.56,63478
8ab3576a-9d46-4349-31fa-1eee3b1550ea,1946-03-24,,999-18-4925,S99959971,X43754124X,Mr.,Hyman89,Chris95,Rohan584,,,M,white,nonhispanic,M,Kalispell  Montana  US,937 Bauch Alley Suite 51,Missoula,Montana,Missoula County,30063.0,59802,46.87896882414874,-114.29486901361956,33981.82,585072.49,1907
ecffa373-edcf-cfa5-7424-1cad1ad800b5,2007-04-01,,999-50-5665,S99965305,,Ms.,Colby655,Ila598,Zulauf375,,,,native,nonhispanic,F,Billings  Montana  US,165 Metz Forge,North Browning,Montana,Glacier County,,0,48.61558911951318,-112.99942247813976,25504.04,14691.91,26745
83c0a4d1-23f3-7b25-7eae-0c5013c38a0d,1991-10-19,,999-66-6893,S99935282,X27515512X,Mrs.,Bao544,Marx778,Nikolaus26,,Aufderhar910,M,white,nonhispanic,F,Bozeman  Montana  US,104 Leuschke Club,Sidney,Montana,Richland County,30083.0,59270,47.742837075842125,-104.18610844220576,8767.62,452625.29,6314
ba2d0835-85b1-f538-35d2-5b0a9cb25588,2001-10-29,,999-69-1655,S99995513,X24054075X,Mr.,Luke971,Jacinto644,Langosh790,,,,other,nonhispanic,M,Billings  Montana  US,1070 Kuhic Grove Apt 65,Montana City,Montana,Jefferson County,30043.0,59634,46.474615604780176,-111.9698668105769,39007.6,50085.97,178920
8602d09f-d55c-cea0-9645-47c6a0f55238,1983-06-16,,999-53-6677,S99973815,X20113004X,Mr.,Olen518,Tony646,McGlynn426,,,S,native,nonhispanic,M,Missoula  Montana  US,582 Wuckert Ferry,Helena,Montana,Lewis and Clark County,30049.0,59602,46.55450258723845,-112.24456759997472,100329.76,10817.89,30428
3c5e2829-57ec-eee0-790b-e65074f49171,1973-09-19,,999-16-3016,S99944327,X42510977X,Mr.,Jonathan639,Omer483,Schmeler639,,,M,white,nonhispanic,M,Billings  Montana  US,562 Kirlin Extension Suite 78,Bozeman,Montana,Gallatin County,30031.0,59718,45.83515754986658,-110.93184959259034,65117.5,136475.84,556139
56c63ba5-be30-1263-69e1-06d2e0d7b015,2000-05-24,,999-69-5194,S99914485,X37012122X,Mr.,Graig740,Raymond398,Trantow673,,,,white,nonhispanic,M,Great Falls  Montana  US,193 Donnelly Walk,Helena West Side,Montana,Lewis and Clark County,,0,46.611405033153424,-112.09272369493932,55988.93,0.0,51557
d724b123-5eca-0e17-d9e7-79dabadc661a,2007-08-12,,999-83-2166,S99998946,,Mr.,Alfredo17,Tyler508,Skiles927,,,,white,nonhispanic,M,Helena  Montana  US,267 Boehm Approach,Belgrade,Montana,Gallatin County,30031.0,59714,45.82393022451131,-111.1979112128668,20559.51,16650.07,182879
d520af31-0e63-afe2-ee9c-02f6fb9f5edb,1989-06-20,,999-84-2606,S99952642,X31853598X,Mrs.,Freida957,Petrina721,Rogahn59,,Gulgowski816,M,white,nonhispanic,F,North Browning  Montana  US,546 Sanford Wall Unit 44,Brady,Montana,Pondera County,30073.0,59416,48.00350259355344,-111.51987012756445,795819.73,142879.7,35214
d04af8b5-ccef-3548-8c68-90df3750a372,1943-04-20,2019-03-12,999-13-8175,S99990190,X75118644X,Mr.,Kristofer887,Jon665,Stiedemann542,,,M,white,nonhispanic,M,Hays  Montana  US,325 Rempel Vale,Churchill,Montana,Gallatin County,,0,45.7151356367776,-111.3221241168252,146032.47,82702.95,60436
abb5cbf1-9678-224b-1756-3a720adfcdd7,1979-07-10,,999-81-8132,S99973212,X14659708X,Mrs.,Retta782,Mae105,Lockman863,,Ernser583,M,native,nonhispanic,F,Billings  Montana  US,871 Kuhlman Trail Unit 77,Pryor,Montana,Big Horn County,30003.0,59066,45.380573429347415,-108.55212043739128,296377.77,1668350.77,133313
7a77e4e0-0183-9248-2d23-c7b32c1cad03,1971-07-08,,999-15-1307,S99964468,X17158831X,Mrs.,Joie561,,Reilly981,,Simonis280,M,white,nonhispanic,F,Glasgow  Montana  US,629 Torphy Annex Suite 13,Billings,Montana,Yellowstone County,30111.0,59102,45.90261317236843,-108.52147244546398,693158.85,239778.87,44707
0bf55886-f404-6868-38ce-1d6d037c3dd9,1980-12-12,,999-40-3501,S99930406,X18629247X,Mrs.,Celine582,Song837,Hills818,,Schuppe920,M,white,nonhispanic,F,Great Falls  Montana  US,418 Donnelly Flat Suite 87,Kalispell,Montana,Flathead County,30029.0,59901,48.21231984788163,-114.28932254795652,324848.15,180432.71,60508
41c2d90c-4945-9858-5a46-d2fc6a084caf,2010-08-19,,999-65-8604,,,,Serita370,Amira620,Corkery305,,,,native,nonhispanic,F,Park City  Montana  US,759 Kassulke Loaf,Hardin,Montana,Big Horn County,30003.0,59034,45.66043302989811,-107.72544442581705,45231.31,10602.2,84755
27d881f4-1a41-4c38-50a1-21e382c14569,2019-02-19,,999-29-6881,,,,Kendall673,Basil991,Hermiston71,,,,white,nonhispanic,M,Missoula  Montana  US,842 Hauck Skyway Apt 70,Missoula,Montana,Missoula County,30063.0,59808,46.82620834531675,-113.9280611202756,16573.95,0.0,149933
065ad07d-d2bf-7143-fbdd-d990a7541b3e,2003-06-07,,999-94-7015,S99915904,X50944079X,Ms.,Kelley882,Louie190,Emard19,,,,white,nonhispanic,F,Kalispell  Montana  US,1010 Towne Parade,Evergreen,Montana,Flathead County,30029.0,59901,48.213603848350914,-114.39390375423892,38485.49,22130.93,37246
e6b8c150-8f58-5639-3490-9486bad83b1d,2020-01-27,,999-80-7270,,,,Siu135,Margeret29,Quigley282,,,,white,nonhispanic,F,Billings  Montana  US,1018 Witting Mill Suite 3,Evergreen,Montana,Flathead County,30029.0,59901,48.20322902195048,-114.39625865387016,16507.43,3604.1,41828
3c655cfc-e63c-fd86-ff33-2bfcf1fb11ac,1962-04-01,,999-78-1096,S99987168,X31998871X,Mr.,Clyde817,,Morissette863,,,M,white,nonhispanic,M,Missoula  Montana  US,1028 Senger Overpass Suite 42,Billings,Montana,Yellowstone County,30111.0,59101,45.88215572898676,-108.4904023206414,267552.11,122759.71,31868
5a5f2eba-9bb3-ddbf-f2e8-0e92d45fae27,1978-03-07,,999-14-2896,S99969322,X86716698X,Mr.,Seth414,Christian753,Bayer639,,,D,black,nonhispanic,M,Helena Valley West Central  Montana  US,781 Conn Ramp,Helena Valley Southeast,Montana,Lewis and Clark County,,0,46.63107021475187,-111.86811791034648,135544.8,59527.25,71428
fc9514f0-a4bb-4322-3321-67dae065efa1,1945-07-26,2009-05-26,999-99-1861,S99949419,X5326249X,Mrs.,Freeda113,Diedra595,Tillman293,,Lynch190,D,white,nonhispanic,F,Havre  Montana  US,281 Bahringer Crossing Apt 96,Anaconda-Deer Lodge County,Montana,Deer Lodge County,30023.0,59756,46.16809216019976,-112.81998641163736,221457.58,1348962.51,25530
c9c43360-4d73-58a7-37a4-77fd01d778e4,2004-02-23,,999-12-6539,S99977620,X24431437X,Ms.,Cami698,Yoshie761,Douglas31,,,,white,nonhispanic,F,Columbia Falls  Montana  US,621 Hoeger Spur Unit 24,Anaconda-Deer Lodge County,Montana,Deer Lodge County,30023.0,59711,46.0562341571588,-113.1254688994291,126333.18,231469.45,73093
aeb54579-288a-5cd0-b3f8-0dcbe3cf0f93,1957-06-16,,999-89-1050,S99965257,X20101551X,Mr.,Hyman89,,Runte676,,,S,white,nonhispanic,M,Missoula  Montana  US,504 Mann Mission Apt 42,Missoula,Montana,Missoula County,30063.0,59801,46.82631371980472,-113.96514622178094,540359.55,541007.49,59700
d73a0ec0-b5d3-dc9d-cef7-188d1963f004,1949-05-19,,999-64-9576,S99916401,X71324846X,Mr.,Marty115,Clemente531,Daniel959,,,D,white,nonhispanic,M,Havre  Montana  US,812 Jenkins Route,Kalispell,Montana,Flathead County,30029.0,59901,48.25386031323109,-114.40476103268615,181901.95,161405.64,52090
b060fabf-afe8-1cfb-eb28-64f6c20fa5f3,2000-02-13,,999-92-6762,S99969782,X61006065X,Mr.,Adolfo777,,Powlowski563,,,,white,nonhispanic,M,Kila  Montana  US,957 Hoppe Ferry Apt 50,Great Falls,Montana,Cascade County,30013.0,59405,47.59365899248577,-111.32696035540664,59597.12,0.0,102930
24b9a698-2f19-9044-0c2f-2c59710825f3,1982-12-12,,999-25-7988,S99953094,X13141851X,Mr.,Dana512,Willis868,Brakus656,,,M,white,nonhispanic,M,Helena  Montana  US,930 Rohan Row Suite 82,Arlee,Montana,Lake County,30047.0,59821,47.19823816867725,-114.0516689623572,52735.92,0.0,156052
79e74cbd-2490-059d-9fbb-5b016c025d88,1973-07-31,,999-63-1819,S99961623,X73040739X,Mr.,Jayson808,Toby274,Lockman863,,,W,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,547 Romaguera Park,Kalispell,Montana,Flathead County,30029.0,59901,48.23205399282977,-114.36528541448654,107354.62,1927.43,69891
1618d397-e6b8-2ad8-eaca-2d000b3528d5,2014-03-19,,999-17-6045,,,,Horacio317,Columbus656,Adams676,,,,white,nonhispanic,M,Busby  Montana  US,653 Sanford Fort Unit 76,Billings,Montana,Yellowstone County,30111.0,59101,45.61405274141179,-108.38674752863416,7689.0,36206.43,68439
fa444be6-fe8a-9d10-7540-f395377bb188,1995-11-22,,999-86-6625,S99969507,X12252354X,Mr.,Judson999,Trinidad33,Tremblay80,,,M,white,nonhispanic,M,Columbia Falls  Montana  US,699 D'Amore Ferry Unit 82,Kalispell,Montana,Flathead County,30029.0,59901,48.23511762602285,-114.40022586166496,152994.56,113301.73,36119
284ba320-5aa6-ca89-9c9f-7ecb4b05c01a,1949-06-30,,999-55-7300,S99920575,X24287479X,Mr.,Wallace647,Alexis664,O'Keefe54,,,M,white,nonhispanic,M,Missoula  Montana  US,649 Pfannerstill Station Suite 19,Bigfork,Montana,Flathead County,30047.0,59911,47.69306646479974,-113.72410230812416,16970.2,331867.58,14838
f84ae6c2-cb09-88ab-f42a-1b6300008615,2013-01-03,,999-67-5557,,,,Gail741,Ollie731,Kassulke119,,,,white,nonhispanic,F,Great Falls  Montana  US,738 Nader Underpass,Belgrade,Montana,Gallatin County,30031.0,59714,46.00056455325528,-111.08113517871416,2136.15,34004.31,15017
cc06b5cb-fea9-9249-efbb-7607ad80681a,1984-12-15,,999-85-2780,S99930031,X81370829X,Mrs.,Nery414,Sandra485,Blanda868,,Strosin214,M,white,nonhispanic,F,Billings  Montana  US,129 Bins Byway,Billings,Montana,Yellowstone County,30111.0,59102,45.81943935274981,-108.56775910586435,612054.07,676270.45,60063
276c7cc2-eb6b-437c-2331-12f19971ff1c,2004-11-05,,999-63-3569,S99964460,X22497655X,Mr.,Pablo44,Douglas31,Deckow585,,,,white,nonhispanic,M,Columbia Falls  Montana  US,235 Robel Terrace Apt 6,Dillon,Montana,Beaverhead County,30001.0,59725,45.11489128524766,-112.78599697551172,38512.06,4341.18,32287
a2720b59-3a5c-e042-aac7-817ba84ff4e7,1969-05-14,,999-25-1592,S99924259,X40157679X,Mrs.,Verdie59,Pearline482,Gulgowski816,,Wisozk929,M,white,nonhispanic,F,Helena  Montana  US,1065 Funk Avenue Unit 46,Billings,Montana,Yellowstone County,30111.0,59101,45.772112431520455,-108.5453380089173,21184.1,1614100.5,18018
ae00b48c-4b5f-e520-70ed-1555ad2dd892,1946-06-03,,999-24-2856,S99966253,X73249674X,Mr.,Morgan564,Robert854,Lebsack687,,,M,white,nonhispanic,M,Absarokee  Montana  US,1047 Pagac Viaduct,Missoula,Montana,Missoula County,30063.0,59802,46.91584808002471,-114.21723055483125,222007.96,73450.4,95206
f0951f44-ed03-2fbe-5eb3-1612aa6ea559,1970-01-24,,999-12-8030,S99933304,X46001958X,Mr.,Cortez851,Aubrey96,Harvey63,,,M,white,nonhispanic,M,Helena  Montana  US,311 Nikolaus Hollow,Great Falls,Montana,Cascade County,30013.0,59405,47.51326516483189,-111.26235080176627,505985.5,362681.59,57220
25b85d9b-3336-1203-bdd7-d158b13806a0,1990-06-28,2020-04-04,999-62-8721,S99940314,X8330811X,Mrs.,Virginia437,Verónica383,Caraballo427,,León820,M,white,hispanic,F,Havana  Havana  CU,199 Becker Dam Unit 55,Helena,Montana,Lewis and Clark County,30049.0,59601,46.58431511306919,-112.02421492892222,161747.09,315936.35,86842
b50426ad-a1ae-4dc6-2a9b-f6588a0ed6e8,1968-06-09,,999-48-7240,S99933049,X29475376X,Ms.,Lashunda872,,Homenick806,,,S,white,nonhispanic,F,Missoula  Montana  US,452 Wolff Bypass,Polson,Montana,Lake County,30047.0,59860,47.70587206167928,-114.18551160188484,653759.69,143525.82,53317
50592146-acd2-98cd-6334-455cace010e2,1967-04-27,,999-65-2496,S99955014,X61088114X,Ms.,Minda79,Rima243,Jast432,,,S,white,nonhispanic,F,Montana City  Montana  US,127 Weissnat Meadow Apt 39,Missoula,Montana,Missoula County,30063.0,59802,47.00104946498058,-114.13864021873329,600342.71,421503.42,36328
